Korpus;Frequency;Presentase Kemunculan;
aguero;563;0,001720423;
68;563;0,001720423;
kos;563;0,001720423;
keputusannya;563;0,001720423;
berbau;563;0,001720423;
kompak;563;0,001720423;
texas;563;0,001720423;
akuisisi;563;0,001720423;
menjemput;563;0,001720423;
mengguyur;563;0,001720423;
komik;562;0,001717368;
nexus;562;0,001717368;
budidaya;562;0,001717368;
penggelapan;562;0,001717368;
10/03/2012;561;0,001714312;
didatangi;561;0,001714312;
draf;561;0,001714312;
rotan;561;0,001714312;
membawanya;561;0,001714312;
berpindah;561;0,001714312;
memancing;560;0,001711256;
terintegrasi;560;0,001711256;
hitungan;560;0,001711256;
bergulir;560;0,001711256;
produser;560;0,001711256;
dicegah;560;0,001711256;
tank;560;0,001711256;
1996;559;0,0017082;
pemohon;559;0,0017082;
perkampungan;559;0,0017082;
rohingya;559;0,0017082;
meloloskan;559;0,0017082;
berlayar;559;0,0017082;
buah-buahan;559;0,0017082;
lapar;559;0,0017082;
sahur;559;0,0017082;
racun;559;0,0017082;
kabid;559;0,0017082;
jelajah;558;0,001705144;
memproses;558;0,001705144;
12;558;0,001705144;
berorasi;558;0,001705144;
hollywood;558;0,001705144;
gamelan;558;0,001705144;
26/9/2012;558;0,001705144;
fosil;558;0,001705144;
menyalahkan;558;0,001705144;
azhar;558;0,001705144;
berkesempatan;558;0,001705144;
prijanto;558;0,001705144;
terhambat;558;0,001705144;
kebugaran;558;0,001705144;
pramuka;558;0,001705144;
teten;557;0,001702088;
al-assad;557;0,001702088;
kaitan;557;0,001702088;
ilham;557;0,001702088;
membeberkan;557;0,001702088;
pengesahan;557;0,001702088;
tewasnya;557;0,001702088;
padam;557;0,001702088;
kedaulatan;557;0,001702088;
hari-hari;556;0,001699033;
pilpres;556;0,001699033;
terbangun;556;0,001699033;
berfoto;556;0,001699033;
penyu;556;0,001699033;
kotak-kotak;556;0,001699033;
menyuap;556;0,001699033;
undang;555;0,001695977;
sembako;555;0,001695977;
kekeringan;555;0,001695977;
menyanyi;555;0,001695977;
pengedar;555;0,001695977;
singapore;555;0,001695977;
konvensional;555;0,001695977;
beradaptasi;555;0,001695977;
ultrabook;555;0,001695977;
memaksakan;555;0,001695977;
krakatau;555;0,001695977;
menyeret;554;0,001692921;
iqbal;554;0,001692921;
300;554;0,001692921;
170;554;0,001692921;
terkendala;554;0,001692921;
pencemaran;554;0,001692921;
febri;554;0,001692921;
sen;553;0,001689865;
penghapusan;553;0,001689865;
penyusunan;553;0,001689865;
norwegia;553;0,001689865;
pengungsian;553;0,001689865;
e-mail;553;0,001689865;
dovizioso;553;0,001689865;
semesta;552;0,001686809;
daihatsu;552;0,001686809;
retno;552;0,001686809;
meluas;552;0,001686809;
menyesalkan;552;0,001686809;
mangunkusumo;552;0,001686809;
metal;552;0,001686809;
ginjal;552;0,001686809;
baja;551;0,001683754;
diancam;551;0,001683754;
dok;551;0,001683754;
eksternal;551;0,001683754;
rekonstruksi;551;0,001683754;
hernandez;551;0,001683754;
subsider;551;0,001683754;
membedakan;551;0,001683754;
diskriminasi;551;0,001683754;
beton;551;0,001683754;
usus;550;0,001680698;
sensor;550;0,001680698;
btn;550;0,001680698;
menit-menit;550;0,001680698;
jahat;550;0,001680698;
santika;550;0,001680698;
memberatkan;550;0,001680698;
gim;550;0,001680698;
berdiskusi;550;0,001680698;
1;4;549;0,001677642
basarnas;549;0,001677642;
mencuci;549;0,001677642;
tb;549;0,001677642;
tokoh-tokoh;549;0,001677642;
berdurasi;549;0,001677642;
dimakan;549;0,001677642;
mengelilingi;549;0,001677642;
piring;549;0,001677642;
us;548;0,001674586;
tengah-tengah;548;0,001674586;
memulihkan;548;0,001674586;
hasyim;548;0,001674586;
bawaslu;548;0,001674586;
amal;548;0,001674586;
implementasi;548;0,001674586;
berdasar;547;0,00167153;
13/11/2012;547;0,00167153;
membenahi;547;0,00167153;
play;547;0,00167153;
periksa;547;0,00167153;
ciputat;547;0,00167153;
11/06/2012;547;0,00167153;
subur;547;0,00167153;
27/3/2012;547;0,00167153;
ekspektasi;546;0,001668475;
dibayarkan;546;0,001668475;
dimuat;546;0,001668475;
dihindari;546;0,001668475;
ditayangkan;546;0,001668475;
meteorologi;545;0,001665419;
21;545;0,001665419;
penjaringan;545;0,001665419;
program-program;545;0,001665419;
900;545;0,001665419;
bahrain;545;0,001665419;
bawahnya;545;0,001665419;
widjojanto;544;0,001662363;
nol;544;0,001662363;
statusnya;544;0,001662363;
menumpuk;544;0,001662363;
linda;544;0,001662363;
canggih;544;0,001662363;
fotografer;544;0,001662363;
meresahkan;543;0,001659307;
benjamin;543;0,001659307;
partikel;543;0,001659307;
militan;543;0,001659307;
asalkan;543;0,001659307;
penerbit;543;0,001659307;
mendagri;543;0,001659307;
14/3/2012;542;0,001656251;
laksamana;542;0,001656251;
madrasah;542;0,001656251;
dilatih;542;0,001656251;
betis;542;0,001656251;
line;542;0,001656251;
fed;542;0,001656251;
albert;542;0,001656251;
terinspirasi;542;0,001656251;
mendekam;542;0,001656251;
versus;542;0,001656251;
kutai;542;0,001656251;
kejari;542;0,001656251;
semi;542;0,001656251;
berlian;542;0,001656251;
memberlakukan;542;0,001656251;
habibie;542;0,001656251;
ke-10;541;0,001653195;
martowardojo;541;0,001653195;
betul-betul;541;0,001653195;
melekat;541;0,001653195;
orasi;541;0,001653195;
g;541;0,001653195;
karyanya;541;0,001653195;
kru;541;0,001653195;
hama;541;0,001653195;
smart;541;0,001653195;
gadget;540;0,00165014;
menyinggung;540;0,00165014;
sumpah;540;0,00165014;
22/11/2012;540;0,00165014;
max;540;0,00165014;
1;3;540;0,00165014
biak;540;0,00165014;
diungkap;540;0,00165014;
team;540;0,00165014;
sofyan;539;0,001647084;
kucing;539;0,001647084;
reli;539;0,001647084;
mafia;539;0,001647084;
bagaimanapun;539;0,001647084;
johnson;539;0,001647084;
surono;539;0,001647084;
diresmikan;539;0,001647084;
opini;538;0,001644028;
eceran;538;0,001644028;
malas;538;0,001644028;
walcott;537;0,001640972;
timah;537;0,001640972;
rachbini;537;0,001640972;
minahasa;537;0,001640972;
menuliskan;537;0,001640972;
30/3/2012;537;0,001640972;
keinginannya;537;0,001640972;
kemenpera;537;0,001640972;
brankas;537;0,001640972;
menggerakkan;537;0,001640972;
membangkitkan;537;0,001640972;
victor;536;0,001637916;
ketut;536;0,001637916;
manual;536;0,001637916;
hm;536;0,001637916;
parang;536;0,001637916;
edward;536;0,001637916;
atasnya;536;0,001637916;
mengevakuasi;536;0,001637916;
gold;536;0,001637916;
ekspresi;535;0,001634861;
organik;535;0,001634861;
sugeng;535;0,001634861;
entertainment;535;0,001634861;
berdialog;535;0,001634861;
29/3/2012;535;0,001634861;
perdebatan;534;0,001631805;
race;534;0,001631805;
memacu;534;0,001631805;
ikat;534;0,001631805;
pemanasan;534;0,001631805;
keju;534;0,001631805;
mahasiswi;534;0,001631805;
ungu;534;0,001631805;
sapta;533;0,001628749;
duri;533;0,001628749;
terkemuka;533;0,001628749;
alat-alat;533;0,001628749;
15/10/2012;533;0,001628749;
arie;533;0,001628749;
meredam;533;0,001628749;
diwajibkan;533;0,001628749;
juncto;533;0,001628749;
mempermudah;533;0,001628749;
fatmawati;533;0,001628749;
kk;533;0,001628749;
ditekan;533;0,001628749;
kakaknya;533;0,001628749;
emirates;532;0,001625693;
keluarnya;532;0,001625693;
dekan;532;0,001625693;
bayaran;532;0,001625693;
kairo;532;0,001625693;
pembuangan;532;0,001625693;
09/05/2012;532;0,001625693;
pemalsuan;532;0,001625693;
suaka;532;0,001625693;
1992;531;0,001622637;
klb;531;0,001622637;
hengkang;531;0,001622637;
bekal;531;0,001622637;
toleransi;531;0,001622637;
kl;531;0,001622637;
kokoh;531;0,001622637;
parade;531;0,001622637;
permata;531;0,001622637;
persediaan;530;0,001619582;
perum;530;0,001619582;
george;530;0,001619582;
variasi;530;0,001619582;
goeltom;530;0,001619582;
letak;529;0,001616526;
tertunda;529;0,001616526;
nadal;529;0,001616526;
bersekolah;529;0,001616526;
selebriti;529;0,001616526;
airasia;529;0,001616526;
kosmetik;529;0,001616526;
lana;529;0,001616526;
piero;529;0,001616526;
rem;529;0,001616526;
dharma;529;0,001616526;
kunjungannya;529;0,001616526;
aston;528;0,00161347;
warna-warna;528;0,00161347;
benyamin;528;0,00161347;
assad;528;0,00161347;
eksplorasi;528;0,00161347;
23/10/2012;528;0,00161347;
mangrove;528;0,00161347;
jamur;528;0,00161347;
bosan;528;0,00161347;
tidaklah;528;0,00161347;
putin;528;0,00161347;
24/7/2012;528;0,00161347;
kakek;527;0,001610414;
personil;527;0,001610414;
diangkut;527;0,001610414;
10/05/2012;527;0,001610414;
pemula;527;0,001610414;
kelangkaan;527;0,001610414;
semburan;527;0,001610414;
preman;527;0,001610414;
perempatan;527;0,001610414;
laporannya;527;0,001610414;
curah;527;0,001610414;
kemarahan;527;0,001610414;
berpuasa;526;0,001607358;
vaksin;526;0,001607358;
mempertemukan;526;0,001607358;
kedubes;526;0,001607358;
persentase;526;0,001607358;
format;526;0,001607358;
nan;526;0,001607358;
salemba;526;0,001607358;
kkf;526;0,001607358;
hasanuddin;526;0,001607358;
fulham;525;0,001604302;
legal;525;0,001604302;
year;525;0,001604302;
dompet;525;0,001604302;
xenia;525;0,001604302;
menyapa;525;0,001604302;
pacar;525;0,001604302;
sentul;525;0,001604302;
sarang;524;0,001601247;
kadang-kadang;524;0,001601247;
melayangkan;524;0,001601247;
stimulus;524;0,001601247;
trafford;524;0,001601247;
body;524;0,001601247;
nasdem;524;0,001601247;
stamford;524;0,001601247;
modric;524;0,001601247;
27/11/2012;524;0,001601247;
terpantau;523;0,001598191;
ramos;523;0,001598191;
konsekuensi;523;0,001598191;
agraria;523;0,001598191;
pemeran;522;0,001595135;
orangnya;522;0,001595135;
sundulan;522;0,001595135;
sorotan;522;0,001595135;
wang;522;0,001595135;
pkl;522;0,001595135;
cabai;521;0,001592079;
saksi-saksi;521;0,001592079;
nissan;521;0,001592079;
dialokasikan;521;0,001592079;
berebut;521;0,001592079;
memburuk;521;0,001592079;
susanti;521;0,001592079;
menggeledah;521;0,001592079;
putu;521;0,001592079;
u-22;521;0,001592079;
dkpp;521;0,001592079;
ibra;521;0,001592079;
penentu;521;0,001592079;
21/6/2012;520;0,001589023;
melempar;520;0,001589023;
teguran;520;0,001589023;
terkumpul;520;0,001589023;
music;520;0,001589023;
makmur;520;0,001589023;
penghormatan;519;0,001585968;
hayden;519;0,001585968;
cita;519;0,001585968;
bisnisnya;519;0,001585968;
faktanya;519;0,001585968;
saing;519;0,001585968;
week;519;0,001585968;
app;519;0,001585968;
ipb;519;0,001585968;
cikarang;519;0,001585968;
bpn;519;0,001585968;
sumbawa;518;0,001582912;
capello;518;0,001582912;
peti;518;0,001582912;
pounds;518;0,001582912;
zlatan;517;0,001579856;
sultra;517;0,001579856;
terseret;517;0,001579856;
lobi;517;0,001579856;
kisruh;517;0,001579856;
skotlandia;517;0,001579856;
benzema;517;0,001579856;
irwan;516;0,0015768;
point;516;0,0015768;
my;516;0,0015768;
cawagub;516;0,0015768;
meletakkan;516;0,0015768;
deh;516;0,0015768;
2016;516;0,0015768;
pendakian;516;0,0015768;
4;5;516;0,0015768
rekanan;516;0,0015768;
11/01/2012;515;0,001573744;
kadin;515;0,001573744;
melesat;515;0,001573744;
guntur;515;0,001573744;
donor;515;0,001573744;
lebat;515;0,001573744;
sia-sia;515;0,001573744;
optimis;515;0,001573744;
misterius;515;0,001573744;
ktt;515;0,001573744;
racing;515;0,001573744;
pesona;515;0,001573744;
meraup;514;0,001570688;
putranya;514;0,001570688;
cassano;514;0,001570688;
ratna;514;0,001570688;
romantis;514;0,001570688;
pamong;514;0,001570688;
waduk;514;0,001570688;
imbauan;514;0,001570688;
bilateral;514;0,001570688;
terkini;514;0,001570688;
zakat;514;0,001570688;
terakhirnya;514;0,001570688;
perundingan;513;0,001567633;
panduan;513;0,001567633;
kate;513;0,001567633;
sports;513;0,001567633;
19/11/2012;512;0,001564577;
peradaban;512;0,001564577;
kakao;512;0,001564577;
netral;512;0,001564577;
dikendalikan;512;0,001564577;
membentur;512;0,001564577;
diragukan;512;0,001564577;
95;511;0,001561521;
memeriahkan;511;0,001561521;
rodgers;511;0,001561521;
association;511;0,001561521;
korporasi;511;0,001561521;
untungnya;511;0,001561521;
berakibat;511;0,001561521;
gemar;511;0,001561521;
ibarat;511;0,001561521;
13/6/2012;511;0,001561521;
11/05/2012;511;0,001561521;
pemesanan;510;0,001558465;
animasi;510;0,001558465;
ps;510;0,001558465;
18/7/2012;510;0,001558465;
11/08/2012;510;0,001558465;
santiago;510;0,001558465;
sajian;510;0,001558465;
banjar;510;0,001558465;
dorongan;510;0,001558465;
aids;509;0,001555409;
19;509;0,001555409;
pencipta;509;0,001555409;
pamungkas;509;0,001555409;
noor;509;0,001555409;
osama;509;0,001555409;
keberadaannya;508;0,001552354;
bahari;508;0,001552354;
seberang;508;0,001552354;
20/11/2012;508;0,001552354;
dinamika;508;0,001552354;
merak;508;0,001552354;
avanza;508;0,001552354;
14/11/2012;508;0,001552354;
julukan;507;0,001549298;
bersaudara;507;0,001549298;
mr;507;0,001549298;
hip;507;0,001549298;
deretan;507;0,001549298;
arsene;507;0,001549298;
natural;507;0,001549298;
industrial;507;0,001549298;
ampat;506;0,001546242;
diperuntukkan;506;0,001546242;
dong;506;0,001546242;
muntah;506;0,001546242;
plts;506;0,001546242;
dikemudikan;506;0,001546242;
gila;506;0,001546242;
27/7/2012;506;0,001546242;
22/10/2012;506;0,001546242;
diingat;505;0,001543186;
udinese;505;0,001543186;
dominasi;505;0,001543186;
kerangka;505;0,001543186;
darmin;505;0,001543186;
keprihatinan;505;0,001543186;
uniknya;505;0,001543186;
adelaide;505;0,001543186;
konfederasi;505;0,001543186;
macan;505;0,001543186;
aditya;505;0,001543186;
10/09/2012;504;0,00154013;
12/10/2012;504;0,00154013;
idealnya;504;0,00154013;
05/01/2012;504;0,00154013;
kontroversial;504;0,00154013;
penyiaran;503;0,001537075;
pemecatan;503;0,001537075;
a.;503;0,001537075;
0-0;503;0,001537075;
seketika;503;0,001537075;
membandingkan;503;0,001537075;
porno;503;0,001537075;
sengit;503;0,001537075;
pebisnis;503;0,001537075;
servis;503;0,001537075;
science;503;0,001537075;
diselidiki;503;0,001537075;
antariksa;503;0,001537075;
perundang-undangan;503;0,001537075;
04-Jun;503;0,001537075;
gomez;503;0,001537075;
style;502;0,001534019;
omzet;502;0,001534019;
bar;502;0,001534019;
sebelas;502;0,001534019;
pratama;502;0,001534019;
kecemasan;502;0,001534019;
bbg;502;0,001534019;
menyembunyikan;502;0,001534019;
12/05/2012;502;0,001534019;
menko;502;0,001534019;
pelepasan;502;0,001534019;
wakilnya;502;0,001534019;
bata;502;0,001534019;
diputar;502;0,001534019;
cermat;502;0,001534019;
semasa;502;0,001534019;
27/6/2012;501;0,001530963;
24/10/2012;501;0,001530963;
melati;501;0,001530963;
kyi;501;0,001530963;
larut;501;0,001530963;
visual;501;0,001530963;
malaga;501;0,001530963;
lucu;501;0,001530963;
cole;501;0,001530963;
ditanyakan;501;0,001530963;
dilimpahkan;501;0,001530963;
art;501;0,001530963;
keterlambatan;501;0,001530963;
perbandingan;500;0,001527907;
lilin;500;0,001527907;
02-Jun;500;0,001527907;
22/2/2012;500;0,001527907;
os;500;0,001527907;
gairah;500;0,001527907;
kelanjutan;500;0,001527907;
paduan;500;0,001527907;
berlin;499;0,001524851;
wahyudi;499;0,001524851;
keberanian;499;0,001524851;
mpr;499;0,001524851;
fiorentina;499;0,001524851;
10/12/2012;499;0,001524851;
ekspansi;499;0,001524851;
merampas;499;0,001524851;
cipayung;498;0,001521795;
radikal;498;0,001521795;
urban;498;0,001521795;
cafe;498;0,001521795;
melontarkan;498;0,001521795;
prix;498;0,001521795;
rajawali;498;0,001521795;
buruknya;498;0,001521795;
mengusir;498;0,001521795;
25/7/2012;498;0,001521795;
ivan;497;0,00151874;
memboyong;497;0,00151874;
berbalik;497;0,00151874;
utusan;497;0,00151874;
125;497;0,00151874;
diiringi;496;0,001515684;
lokon;496;0,001515684;
membayangkan;496;0,001515684;
resminya;496;0,001515684;
merealisasikan;496;0,001515684;
ditanam;496;0,001515684;
hektare;496;0,001515684;
sejatinya;495;0,001512628;
8;495;0,001512628;
menyempatkan;495;0,001512628;
teriakan;495;0,001512628;
visum;495;0,001512628;
bloomberg;495;0,001512628;
menggiring;495;0,001512628;
seraya;495;0,001512628;
spesifik;495;0,001512628;
marquez;495;0,001512628;
habitat;495;0,001512628;
27/9/2012;494;0,001509572;
chicago;494;0,001509572;
mengonfirmasi;494;0,001509572;
energy;494;0,001509572;
file;494;0,001509572;
psikologi;494;0,001509572;
kip;494;0,001509572;
thorik;494;0,001509572;
viii;494;0,001509572;
praktisi;494;0,001509572;
kefamenanu;493;0,001506516;
cita-cita;493;0,001506516;
krusial;493;0,001506516;
mewaspadai;493;0,001506516;
menyepakati;493;0,001506516;
anggapan;493;0,001506516;
pts;493;0,001506516;
memasarkan;493;0,001506516;
jeda;492;0,001503461;
bermaksud;492;0,001503461;
menenangkan;492;0,001503461;
marinir;492;0,001503461;
cara-cara;492;0,001503461;
alun-alun;492;0,001503461;
syamsul;492;0,001503461;
hillary;492;0,001503461;
ungkapan;492;0,001503461;
duo;492;0,001503461;
asa;491;0,001500405;
09/12/2012;491;0,001500405;
diwujudkan;491;0,001500405;
20/9/2012;491;0,001500405;
kodam;491;0,001500405;
darussalam;491;0,001500405;
hangus;491;0,001500405;
s&p;491;0,001500405;
buta;491;0,001500405;
himpunan;491;0,001500405;
ke-11;490;0,001497349;
melompat;490;0,001497349;
brebes;490;0,001497349;
pagelaran;490;0,001497349;
ppid;490;0,001497349;
sanggar;490;0,001497349;
perannya;490;0,001497349;
berbunyi;490;0,001497349;
dibersihkan;490;0,001497349;
amsterdam;490;0,001497349;
meramaikan;490;0,001497349;
pendampingan;490;0,001497349;
susunan;490;0,001497349;
airbus;490;0,001497349;
menjadwalkan;489;0,001494293;
penambangan;489;0,001494293;
evra;489;0,001494293;
ketergantungan;489;0,001494293;
pembenahan;489;0,001494293;
dipahami;489;0,001494293;
sr;489;0,001494293;
08/06/2012;489;0,001494293;
59;489;0,001494293;
na;488;0,001491237;
elegan;488;0,001491237;
penindakan;488;0,001491237;
kebaikan;488;0,001491237;
promotor;488;0,001491237;
malinda;488;0,001491237;
pengujian;488;0,001491237;
menggeser;487;0,001488182;
menumbuhkan;487;0,001488182;
square;487;0,001488182;
09/10/2012;487;0,001488182;
menginstruksikan;487;0,001488182;
topeng;487;0,001488182;
dipertimbangkan;487;0,001488182;
suplai;487;0,001488182;
sitompul;486;0,001485126;
kesembilan;486;0,001485126;
30/7/2012;486;0,001485126;
maulana;486;0,001485126;
pasrah;486;0,001485126;
kedekatan;486;0,001485126;
amin;486;0,001485126;
subuh;486;0,001485126;
nampak;486;0,001485126;
soemarmo;486;0,001485126;
asuhnya;486;0,001485126;
kesibukan;485;0,00148207;
1997;485;0,00148207;
